position,link,title,source,date,snippet,thumbnail
64,https://www.wsj.com/economy/trade/trump-tariff-baseline-uk-deal-e914ef19?gaa_at=eafs&gaa_n=ASWzDAiqxBK5VKYZjZSoDhA7-TdfGQdjnm_2sEIXVPqc_8TL9XdnofnPZP3b&gaa_ts=688ca819&gaa_sig=w8q9Clr2ya-WPjfC29jxcmPBUG6yOuL2Wt2JxSVx6CrHADzqNxiy-Bl_sOW2gS2tjsrS_GGK3kTII6PtTyoJSA%3D%3D,"With U.K. Deal, U.S. Signals That 10% Tariff on World Is New Baseline",The Wall Street Journal,"May 8, 2025","And yet the agreement announced Thursday was, for Britain, a bad deal, not a good deal. Its exports to the U.S. will now face a minimum tariff of 10%, up from...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cabd6caa814cf9114f42aacb09177bdf4040bfad4f843c7dc7.jpeg
65,https://www.nytimes.com/2025/05/23/us/politics/trump-tariffs-eu-apple.html,"Trump Turns Back to His Trade War, Threatening Europe and Apple",The New York Times,"May 24, 2025","The president threatened both Apple and the European Union with higher tariffs on Friday, saying trade talks with the Europeans had stalled.",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca5d9f49904fef31849fffd8d53186534aadbc50cb66d5342d.jpeg
66,https://www.nytimes.com/2025/05/29/business/economy/trump-tariffs-ruling-businesses.html,"Tariff Ruling Gives Businesses Hope, but They’re Soon Unmoored Again",The New York Times,"May 29, 2025",Companies welcomed a court decision striking down President Trump's tariffs. Then a stay of that ruling left no one breathing easy.,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca0bf91e8387fb23a110105906495f7df6a0cef8c52f20447a.jpeg
67,https://www.nytimes.com/2025/05/23/us/politics/trump-tariffs-eu-apple-stock-markets.html,Stocks Slide on Deficit and Tariff Concerns,The New York Times,"May 23, 2025",Stocks Slide on Deficit and Tariff Concerns. Wall Street had its worst week since early April after President Trump said he would impose steep tariffs on E.U....,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca2301803148e3062e7d7d0e6c14214b30d53ad94ba60fa1f7.jpeg
68,https://www.reuters.com/world/trump-says-80-tariff-chinese-goods-seems-right-should-open-up-its-market-us-2025-05-09/,"Ahead of China-US talks, Trump says 80% tariff 'seems right'",Reuters,"May 9, 2025","U.S. President Donald Trump said on Friday an 80% tariff on Chinese goods ""seems right,"" suggesting for the first time a specific alternative to the 145%...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca118e8a7f597103589b957009e4e0fd1b22f11ecf78ca1c75.jpeg
69,https://www.cbsnews.com/news/trump-tariffs-set-rates-for-other-nations-within-weeks/,Trump says U.S. will set tariff rates for most nations within weeks,CBS News,"May 16, 2025","The Trump administration has been negotiating with the U.K., China and other major trading partners in recent weeks over his April 2 tariffs, which set...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca8f0b93d114dace0f22d8776d8057a743f614d8e26e413bda.jpeg
70,https://www.aljazeera.com/news/2025/5/29/trumps-tariffs-ruled-illegal-what-that-means-for-us-trade-war,Trump’s tariffs ruled illegal: Will this end US trade war?,Al Jazeera,"May 29, 2025","A United States trade court has ruled that President Donald Trump's global reciprocal tariffs are illegal, finding that the president overstepped his authority...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca8eedecded8324a10ea427650d9469c7ac3cc748c268900a5.jpeg
71,https://www.nytimes.com/2025/05/25/us/politics/trump-european-union-tariff.html,Trump Delays E.U. Tariffs Until July 9,The New York Times,"May 25, 2025","The extension is the latest turnabout by Mr. Trump, whose trade policies have injected substantial uncertainty into the global economy. While announcing his...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca399f12a46263096e940eaea815b333a2a6af5d21834193ce.jpeg
72,https://apnews.com/article/china-us-switzerland-tariffs-negotiations-b3f5174d086e39b2522ab848ddad9372,"US and China reach a deal to slash sky-high tariffs for now, with a 90-day pause",AP News,"May 12, 2025","The United States and China agreed Monday to slash their massive recent tariffs, restarting stalled trade between the world's two biggest economies.",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca7427f3599a9aec1b55cefefb50e63bcb5f2a3f75773e0a32.jpeg
73,https://www.npr.org/2025/05/07/nx-s1-5389973/trump-trade-deal-uk-tariffs,"Trump announces trade deal with the U.K., first since his tariffs sent markets reeling",NPR,"May 7, 2025",President Trump and British Prime Minister Keir Starmer on Thursday announced they had reached a trade agreement that lifted some — but not all — U.S. tariffs...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca1b2b26cd3ccdc06ae672415e73a71e5931faf201e8e11d57.jpeg
74,https://www.gov.ca.gov/2025/05/16/icymi-governor-newsom-reassures-international-partners-that-trumps-tariffs-dont-represent-california/,ICYMI: Governor Newsom reassures international partners that Trump’s tariffs don’t represent California,Governor of California (.gov),"May 16, 2025","Governor Newsom addressed the Trump Slump's impact on the state's economy and assured international partners that the harmful tariff policies from Washington,...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca5febc01eff7f388e860866b876517f82062d6344930604a8.jpeg
75,https://www.politico.com/interactives/2025/trump-tariff-income-tracker/,Tracking the money Trump's tariffs are bringing in,Politico,"May 11, 2025","The United States has generated $124.7 billion this year from tariffs as of July 24, the latest data available — 131% more than the same time last year. Federal...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cace7b2b02ff068e6cbed377bda9c96364212c7533412fa9a6.jpeg
76,https://time.com/7289394/trump-tariffs-uscit-court-international-trade-ruling-appeal-reactions-explainer/,What to Know After Trade Court Rules Against Trump’s Tariffs,Time Magazine,"May 29, 2025",A three-judge panel at the U.S. Court of International Trade (USCIT) in New York ruled that Trump overstepped his authority by implementing a tariff regime on...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8caf6cd89247d366c22bec6aac648035abab8714893ab76fb65.jpeg
77,https://www.cnn.com/2025/05/12/business/us-china-trade-deal-announcement-intl-hnk,US and China agree to drastically roll back tariffs in major trade breakthrough,CNN,"May 12, 2025","That effectively means the US will temporarily lower its overall tariffs on Chinese goods from 145% to 30%, while China will cut its levies on American imports...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca031f95f47d9f555f4a43bdd4b6dc2f5c78d696e70ea832a4.jpeg
78,https://poole.ncsu.edu/thought-leadership/article/3-reasons-trumps-tariffs-are-tanking-the-stock-market/,3 Reasons Trump’s Tariffs Are Tanking The Stock Market,Poole College of Management,"May 19, 2025","As these tariffs against U.S. companies go into effect, U.S. goods will now be less competitive in those countries, lowering consumer demand for those products.",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca4f1ecbf1afbb9076673ff94cccffb4c60634fbb5c0aedc56.jpeg
79,https://www.aljazeera.com/news/2025/5/5/trump-says-he-will-put-100-tariff-on-all-foreign-films,Trump says he will put 100% tariff on all foreign films,Al Jazeera,"May 5, 2025","United States President Donald Trump has announced plans to impose a 100 percent tariff on foreign films, claiming that Hollywood is undergoing a “very fast...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca8fe6663ee248383c6d034930d53dc8b5fa73c1a086ea0902.jpeg
80,https://www.nbcnews.com/business/economy/tariff-timeline-trump-trade-war-global-economy-rcna196487,Trump tariff timeline: How the U.S. turned global trade into an economic battlefield,NBC News,"May 13, 2025","Trump has threatened or imposed tariffs targeting Mexico, Canada, China, Europe and the rest of the world. Below is a play-by-play of how Trump's trade rhetoric",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca2238e37c44654a0cb57c97a9bffd28d9e0f521173eff3f37.jpeg
81,https://www.aljazeera.com/economy/2025/5/15/what-have-us-president-donald-trumps-tariff-policies-achieved,What have US President Donald Trump’s tariff policies achieved?,Al Jazeera,"May 15, 2025","Trump's tariff announcements have roiled global markets, wiping out trillions in value, and leaving many businesses stumped on how to plan for the future.",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca0754518bd2bc03cb31ad2c97cc777d24ae4deb8d93530d96.jpeg
82,https://www.bbc.com/news/articles/cjr7e2z1rxyo,Trump tariffs: US president says foreign movies may be hit with 100% levies,BBC,"May 5, 2025","Trump considering 100% tariffs on movies not made in the US ... Donald Trump says he will talk to Hollywood executives, after his earlier announcement to hit...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cadfee3ba89215c489e2ea7c75ef8c5fcab56efab221117745.jpeg
83,https://www.cfr.org/blog/vietnams-tariff-trouble-just-gets-worse,Vietnam’s Tariff Trouble Just Gets Worse,Council on Foreign Relations,"May 12, 2025",Vietnam's trade negotiators have again journeyed to Washington in recent weeks to try to work out a deal that would avoid massive reciprocal tariffs on...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca28f20d5c19546dbb9f659a1943fad3c35410e960398d5385.jpeg
84,https://www.nbcnews.com/world/europe/trumps-tariff-threat-risks-trade-war-europe-years-making-rcna208873,Trump's tariff threat risks a trade war with Europe years in the making,NBC News,"May 25, 2025",Trump's tariff threat risks a trade war with Europe years in the making. Trump's threat to impose 50% tariffs on imports from the E.U. is just the latest attack...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca0e025a5970e3846254f432578f586ffdd4f7083180d39517.jpeg
85,https://www.nytimes.com/2025/05/28/business/trump-tariffs-blocked-federal-court.html,Trump Tariffs Ruled Illegal by Federal Judicial Panel,The New York Times,"May 28, 2025",Trump Tariffs Ruled Illegal by Federal Judicial Panel. The U.S. Court of International Trade said the president had overstepped his authority in imposing his “...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cab3d8ba34a4e15e64fe0ab96d3b8bb5f87d9f332669e3f3fb.jpeg
86,https://www.bbc.com/news/articles/czx0ry7kdk5o,US and China agree to slash tariffs as trade war eases,BBC,"May 12, 2025","The US will lower those tariffs from 145% to 30%, while China's retaliatory tariffs on US goods will drop to 10% from 125%. President Trump told reporters, that...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca6760c8aee1fddffbfdff5dd539148985802fe9c8c0db1518.jpeg
87,https://www.reuters.com/world/india/india-offers-slash-tariff-gap-by-two-thirds-dash-seal-trade-pact-with-trump-2025-05-09/,Exclusive: India offers to slash tariff gap by two-thirds in dash to seal trade pact with Trump,Reuters,"May 9, 2025","India has offered to slash its tariff gap with the US to less than 4% from nearly 13% now, in exchange for an exemption from President Donald Trump.",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cacf3ebd7be76ed84a72b3e32d9efe3e319e9561eb5a869c5e.jpeg
88,https://www.reuters.com/world/asia-pacific/us-tells-vietnam-trade-deficit-unsustainable-major-concern-during-tariff-talks-2025-05-16/,U.S. tells Vietnam trade deficit 'unsustainable' and major concern during tariff talks,Reuters,"May 16, 2025","A container is loaded onto a cargo ship while docked at Hai Phong port, after U.S. President Donald Trump announced a 90-day pause on tariffs for many...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8cad62e4f4031f64831cff6905495c6142b1bc1deeb2240cd8b.jpeg
89,https://www.politico.com/news/2025/05/28/federal-court-strikes-down-trumps-april-2-tariffs-00373843,Federal court strikes down Trump's tariffs on countries around the world,Politico,"May 28, 2025",Federal court strikes down Trump's tariffs on countries around the world. The U.S. Court of International Trade ruled unanimously that the president overstepped...,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8caa51f2c2abce778d8a4c8653fbb05530d81628d1eb2eb82b8.jpeg
90,https://www.nbcnews.com/business/business-news/trump-eu-50-percent-tariff-talks-going-nowhere-rcna208712,Stocks fall as Trump threatens E.U. with 50% tariff,NBC News,"May 23, 2025","In a post on his Truth Social platform, Trump said he was ""recommending a straight 50% Tariff on the European Union, starting on June 1, 2025."" That rate would...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca3732e35d8e34e60744e28d3255d2dd9d0283afe88b8f5a1b.jpeg
91,https://www.nytimes.com/2025/05/29/us/politics/trump-tariffs-trade-policy.html,Tariff Rulings Inject New Uncertainty Into Trump Trade Strategy,The New York Times,"May 29, 2025","Tariff Rulings Inject New Uncertainty Into Trump Trade Strategy. A court ruling invalidating President Trump's sweeping tariffs was halted hours later, throwing...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca5f650ccee803b12866691a2b6f5d7a683b8ed9c0062980e7.jpeg
92,https://www.bbc.com/news/articles/clyg2939ej2o,US-China tariff deal: What does it mean?,BBC,"May 12, 2025","The US-China tariff deal mean? 12 May 2025 Share Save Michael Race Business reporter, BBC News Share Save Getty Images",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca570024325f42da0e562c2023fff023b42dfe4ea6627c13d0.jpeg
93,https://www.npr.org/2025/05/13/nx-s1-5395730/china-tariff-deal-temporary-inflation-prices,Why an economist says temporary U.S.-China tariff deal doesn't ease uncertainty,NPR,"May 13, 2025","The deal, announced after negotiators from both countries met in Switzerland over the weekend, brings U.S. taxes on Chinese goods down to 30% from the 145%...",https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8caad613c704d7195c25fd67364a93376fef4a855c96e7335af.jpeg
94,https://www.npr.org/2025/05/05/nx-s1-5387421/trump-movie-tariffs-confusion,Trump's plan for movie tariffs leads to global confusion,NPR,"May 5, 2025",Trump authorizes a 100% tariff on movies 'produced in foreign lands'.,https://serpapi.com/searches/688ca493db99ec075514a85f/images/f02c7ba70135b8ca77d79686c4b2363974f6a1d39bda56b127545291f9d05130.jpeg
