position,link,title,source,date,snippet,thumbnail
63,https://www.newsweek.com/donald-trump-reciprocal-tariff-math-explained-2054743,Donald Trump's Tariffs Are Based on Bizarre Math—The Numbers Explained,Newsweek,"Apr 3, 2025",The White House used a relatively simple formula to determine the rate at which American products were tariffed in other countries.,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbc481df4b69d305bfc301748dfa89f26bd5bbc0d296a03d1d.jpeg
64,https://www.theguardian.com/us-news/2025/apr/03/donald-trump-global-trade-tariff-rates-by-country-breakdown-asia,Trump tariff global reaction – country by country,The Guardian,"Apr 3, 2025",Trump has imposed a 20% tariff on goods from the European Union. Mexico and Canada escaped Wednesday's whirlwind but will still be subject to 25% tariffs...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb1ab77e56526b37b99327ae75c46d05d00ff5387f02a596e8.jpeg
65,https://www.cfr.org/article/why-east-asia-target-trumps-tariff-war-six-charts,"Why East Asia Is a Target of Trump’s Tariff War, in Six Charts",Council on Foreign Relations,"Apr 30, 2025",President Donald Trump's proposed “reciprocal” tariff plan places some of the highest tariff levels on East Asian countries—many of which depend on U.S. markets...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbd02a079a2873ea8164c9aaf94912fa40122a008ab3b3a29e.jpeg
66,https://apnews.com/article/trump-tariffs-stock-market-china-recession-deals-e8e54a68397e6829e1d27552a1d7bfb9,"Trump limits tariffs on most nations for 90 days, raises taxes on Chinese imports",AP News,"Apr 9, 2025","Facing a global market meltdown, President Donald Trump on Wednesday abruptly backed off his tariffs on most nations for 90 days, but raised his tax rate on...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb500db1ff88d3ed78e2d1f5f29558b3432ca296fe9d392469.jpeg
67,https://www.axios.com/2025/04/02/trump-tariffs-april-2-liberation-day,"Trump announces new tariffs, the highest import taxes since the 1800s",Axios,"Apr 2, 2025","International allies have vowed to retaliate, a threat for domestic exporters.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb197bccb4d581ca81488e7ea03b0243af871ea88fef5edc7e.jpeg
68,https://cepr.org/voxeu/columns/us-misuse-tariff-reciprocity-and-what-world-should-do-about-it,US misuse of tariff reciprocity and what the world should do about it,CEPR,"Apr 10, 2025","This column argues that the 2 April tariffs fundamentally misinterpret ""reciprocity"" as well as violating the core WTO principles of non-discrimination and...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbb90bf39458c640c384732f5991cad7f2b174227dce6255da.jpeg
69,https://www.nbcnews.com/politics/economics/how-tariffs-work-why-trump-wants-them-who-pays-for-them-rcna200015,How tariffs work and why they are a key part of Trump's agenda,NBC News,"Apr 7, 2025","Here's what you need to know about Trump's plan, how tariffs work, who pays for them in the short and the long run, and why they are even used in the first...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbf1820c2faed5423b10ffc0a403441f25e929f2db43e74df1.jpeg
70,https://www.nytimes.com/interactive/2025/04/04/upshot/trump-tariffs-reciprocal.html,The Hidden Decisions Behind Trump’s Tariff Formula,The New York Times,"Apr 4, 2025","The formula's central value is the trade deficit, the difference between imports and exports between each country and the United States, for the year 2024.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb63d15dbe5d5b3cf266cb36ec4d8ccc60cbcf9edec14afd66.png
71,https://www.factcheck.org/2025/04/trumps-misleading-tariff-chart/,Trump’s Misleading Tariff Chart,FactCheck.org,"Apr 3, 2025",Trump got other things wrong in his tariff announcement. He continued to wrongly frame his tariffs as a way to raise “trillions and trillions of dollars to...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb6e154a89cc98772b210c167779a6401478a5619ea643026b.jpeg
72,https://www.reuters.com/markets/us-excludes-smartphones-computers-reciprocal-tariffs-2025-04-12/,"Trump spares smartphones, computers, other electronics from China tariffs",Reuters,"Apr 13, 2025","US President Donald Trump's administration granted exclusions from steep tariffs on smartphones, computers and some other electronics imported largely from...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb738cf916541cfa04b44c5a96505c17f1b53d47dc2237c16f.jpeg
73,https://www.reuters.com/world/china/china-increase-tariffs-us-goods-125-up-84-finance-ministry-says-2025-04-11/,"China raises duties on US goods to 125%, calls Trump tariff hikes a 'joke'",Reuters,"Apr 11, 2025","China hiked its levies on imports of US goods to 125% on Friday, hitting back at Donald Trump's decision to single out the world's No.2 economy for higher...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbf059420012957d351f2340f922710e31f5a4f7365ed95236.jpeg
74,https://www.aljazeera.com/news/2025/4/3/trumps-reciprocal-tariffs-how-much-will-each-country-be-hit,Trump’s reciprocal tariffs: How much will each country be hit?,Al Jazeera,"Apr 3, 2025",How much will each country be tariffed? · Algeria: 30 percent · Angola: 32 percent · Bangladesh: 37 percent · Bosnia and Herzegovina: 36 percent · Botswana: 38...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb3bd3bf7e1608e3cc910635dbef24a666c36122a514f63352.jpeg
75,https://www.pbs.org/newshour/world/china-raises-tariff-on-u-s-goods-to-84-and-vows-to-fight-to-the-end,China raises tariff on U.S. goods to 84% and vows to ‘fight to the end’,PBS,"Apr 9, 2025","President Donald Trump on Wednesday raised tariffs on China to 125%, hours after China boosted taxes on American imports to 84% and vowed to “fight to the end.”",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbba040b8accfbbba88de1906cda74c59d46b4b810220606957.jpeg
76,https://www.cnn.com/2025/04/08/business/trump-china-tariff,"Tariffs on China set to rise to at least 104% on Wednesday, White House says",CNN,"Apr 8, 2025",China was already set to see tariffs increase by 34% on Wednesday as part of Trump's “reciprocal” tariffs package. But the president tacked on another 50% after...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb1855c39060d2ea73e892d3ee084712e79c2be3af3ae43d71.jpeg
77,https://time.com/7274651/why-economists-are-horrified-by-trump-tariff-math/,Why Economists Are Horrified by Trump’s Tariff Math,Time Magazine,"Apr 3, 2025","The Office of the United States Trade Representative confirmed Trump's tariff math in an explainer, stating: “Reciprocal tariffs are calculated as the tariff...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb5f76e836510beaac64ebec196312685cb99e916461e94e82.jpeg
78,https://www.wsj.com/opinion/trumps-exceptional-tariff-weekend-13d8f144?gaa_at=eafs&gaa_n=ASWzDAh4vBNw1o9w2x4cqSjwik0diBR9NOaUkPAPlFW3wtzuhkHLJqUp3qQu&gaa_ts=688ca862&gaa_sig=K7wwtW0WQmWfFIen6oSQi55u6zkc9V__ZRPc36DkSxUqx_I3klDsuiNpDjrZ_xBXbo0tk7QnDXcQUZCuyPziSQ%3D%3D,Opinion | Trump’s Exceptional Tariff Weekend,The Wall Street Journal,"Apr 13, 2025","Trump's so-called reciprocal tariffs that can run as high as 145% on goods from China. The exclusions apply to smartphones, laptop computers, hard drives,...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb7431e2b2d346fbfb18f0432a663742ff8cba61c2b419b9fd.jpeg
79,https://apnews.com/article/trump-tariffs-us-world-reaction-5b8411d056e013015a0df6227b41dd5b,"Sweeping Trump tariffs shock global economy, drawing threats and calls for talks",AP News,"Apr 3, 2025","U.S. President Donald Trump's sweeping new tariffs shocked governments and investors, provoking dismay, threats of retaliation and calls for negotiations to...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbcd4abd819fa3aa647ddee22f93d1395e9515f045a6b81364.jpeg
80,https://www.reuters.com/world/us/trump-aides-draft-proposal-least-20-tariffs-most-imports-us-washington-post-2025-04-01/,White House says Trump will go ahead with tariffs as nervous world awaits trade war,Reuters,"Apr 1, 2025","The White House confirmed on Tuesday that President Donald Trump will impose new tariffs on Wednesday, though it provided no details about the size and scope...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb0a6da26ee09f18614df7750ecc68d47c00ec3b93184c2576.jpeg
81,https://www.brookings.edu/articles/tariff-turmoil-in-markets/,Tariff turmoil in markets,Brookings,"Apr 10, 2025","Reciprocal tariffs caused wild gyrations in markets last week, including an unusual fall in the dollar that came alongside a sharp fall in S&P 500. Some saw...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb9e4700cc8bdb7a01a6228d5b7d9301613a19cb296b5edb7b.jpeg
82,https://apnews.com/article/trump-tariffs-stock-market-52a00ea2bb92a067ee72343941b02cd4,Trump threatens more tariffs on China as global markets shudder over how much pain economy can take,AP News,"Apr 7, 2025","President Donald Trump threatened additional tariffs on China on Monday, raising fresh concerns that his drive to rebalance the global economy could intensify...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb933d1df00961d094af76b6fb8a6089690336499db4d867dd.jpeg
83,https://www.vox.com/policy/406605/trump-tariff-plan-liberation-day,Trump’s tariffs are a mess. But are tariffs always a bad idea?,Vox,"Apr 2, 2025","Trump's tariff proposals are bad policy: They are far too broad, haphazard, and have confusing rationales. But tariffs are not fundamentally unwise.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbcc764c7c0fdf030783fb742e4d4e93f34b7a5d8b2a57744f.jpeg
84,https://budgetmodel.wharton.upenn.edu/issues/2025/2/26/tariff-revenue-simulator,Tariff Simulator: Revenue and Prices,Penn Wharton Budget Model,"Apr 4, 2025",Overview. This application simulates tariff revenue based on various economic parameters and assumptions. The simulator allows users to explore different...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb7c4e733d8aaee2917ad2fcff2b596847e3ba833e04e1fcdc.jpeg
85,https://www.reuters.com/world/trumps-latest-tariffs-loom-set-deepen-global-trade-war-2025-04-09/,"In stunning U-turn, Trump walks back some tariffs, triggering historic market rally",Reuters,"Apr 9, 2025","In a stunning reversal, US President Donald Trump said he would temporarily lower the hefty duties he had just imposed on dozens of countries.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbe6b87fa0ec72ab8e9996cd066d01adf4b01bc0f4758cc897.jpeg
86,https://abcnews.go.com/Health/trumps-proposed-pharmaceutical-tariffs-drive-costs-lead-drug/story?id=120630296,"Trump's proposed pharmaceutical tariffs could drive up costs, lead to drug shortages: Experts",ABC News,"Apr 9, 2025","President Donald Trump recently proposed tariffs on pharmaceutical products. Experts say this could lead to added costs, drug shortag",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb0365c829fb2441b6f90073fa4a052449b5e9f2ef8ad1694d.jpeg
87,https://www.reuters.com/world/china-criticises-trump-tariff-blackmail-market-turmoil-settles-2025-04-08/,Stocks slide again as US forges ahead with 104% tariffs on China,Reuters,"Apr 8, 2025","But the White House made clear that country-specific tariffs of up to 50% would nevertheless take effect at 12:01 a.m. Eastern Time (0401 GMT), as planned.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb91d89316350c9a5cc90fce40bb82126db731e1b99e781108.jpeg
88,https://www.aljazeera.com/news/2025/4/5/trumps-10-percent-tariff-takes-effect-raising-fears-of-global-trade-war,"Trump’s 10 percent tariff takes effect, raising fears of global trade war",Al Jazeera,"Apr 5, 2025","The initial 10 percent “baseline” tariff took effect at United States seaports, airports and customs warehouses at 12:01am ET (04:01am GMT) on Saturday,...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb8b58c39d40bea39fe7cd6c03816ff3a64fff9c769eb03b4e.jpeg
89,https://www.cnn.com/2025/04/09/politics/trump-tariffs-retreat-bond-market,Inside Trump’s tariff retreat: How fears of a bond market catastrophe convinced Trump to hit the pause button,CNN,"Apr 9, 2025",The growing alarm inside the Treasury Department over developments in the bond market was a central factor in Trump's decision to hit pause on his “reciprocal”...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbbdcea2ca16b5c4827fff86d0ca08bc112a7c81f5274045a0.jpeg
90,https://www.newsweek.com/china-245-trump-tariff-2060295,China Faces 245% Trump Tariff,Newsweek,"Apr 16, 2025","What to Know. Chinese Foreign Ministry spokesperson Lin Jian was asked about the 245 percent rate at a press briefing on Wednesday. ""You can ask the U.S. side...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb173dd72a3b518010a79b192b3e0cf94ef459ff51d80389fe.jpeg
91,https://www.cbsnews.com/news/china-104-tariff-threat-retaliatory/,White House says 104% tariff on China will take effect Wednesday,CBS News,"Apr 8, 2025",Mr. Trump on Monday threatened to slap an additional 50% tariff on imports from China after the nation said it would impose a 34% import fee on American...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb9fd604bd69fccb02d959dc03de9e118a8312d08e43678124.jpeg
92,https://www.usatoday.com/story/money/2025/04/02/what-are-reciprocal-tariffs/82782451007/,What is a reciprocal tariff? Breaking down Trump's tariff plans,USA Today,"Apr 2, 2025","What is a reciprocal tariff? Trump's approach to ""reciprocal"" trade is a tit-for-tat strategy to rectify trade imbalances by imposing higher tariffs. A chart...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb64f2110b5014f19e06bb983fd3607818d88d909486c29fec.jpeg
93,https://www.npr.org/2025/04/04/g-s1-58250/trade-war-escalates-as-china-hits-back-with-34-tariffs-on-all-u-s-goods,Trade war escalates as China hits back with 34% tariffs on all U.S. goods,NPR,"Apr 4, 2025","China has hit back at new US tariffs with sweeping levies of its own on American products, sharply escalating the trade war between the world's two biggest...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb5fa5f8d6451caa0d84f0775b9234ef1a29087a9a3524b7e5.jpeg
