position,link,title,source,date,snippet,thumbnail
65,https://www.cnn.com/2025/07/31/business/tariffs-trade-trump-deadline,Trump just revealed his new tariff plan. Here’s what you need to know,CNN,11 hours ago,"President Donald Trump just set new tariffs for every country around the world, solidifying his extreme break with America's long-standing trade policy.",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5a94128a0a52eb73200290bf2b96784e77d7ab736bcfa2b76.jpeg
66,https://apnews.com/article/trump-tariffs-mexico-3b03b98296424e59c7dc19a865d21969,Trump signs order imposing new tariffs on a number of trading partners that go into effect in 7 days,AP News,9 hours ago,President Donald Trump has signed an executive order that would have new tariffs on a wide swath of U.S. trading partners to go into effect in seven days...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5c8cbfc19beca727636f44998c146b8fcb05ba071c2926f35.jpeg
67,https://www.cnn.com/2025/07/31/business/trump-mexico-tariff,Trump announces agreement to pause higher tariffs on Mexico for 90 days,CNN,20 hours ago,"President Donald Trump announced on Thursday he's extending the existing tariffs with Mexico, America's largest trading partner, and he will pause higher...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5399db9cac6e3683774f9a8fcabeb84ccfa84b27a1d139c56.jpeg
68,https://www.npr.org/2025/07/10/nx-s1-5463508/brazil-lula-trump-tariffs,Brazil's Lula warns of 50% tariffs on U.S. goods after Trump trade threat,NPR,3 weeks ago,Brazil's Lula warns of 50% tariffs on U.S. goods after Trump trade threat ... Brazil's president fires back at Trump's 50% tariff threat. Listen· 3:27 3...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5fe036b92cb4abdf2ad350606c45bea912ff6aacca4f50c40.jpeg
69,https://www.nytimes.com/2025/07/31/business/trump-tariffs-lawsuit-court-appeal.html,Appeals Court Hears Legal Challenge to Trump Tariffs as Trade War Widens,The New York Times,1 day ago,"The Justice Department scrambled on Thursday to defend the legality of President Trump's sweeping tariffs, just one day before he is set to expand his...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa575e581e3827169ef5f9279e94094697950521083581a2439.jpeg
70,https://www.cnbc.com/2025/08/01/trump-rejigs-tariff-rates-ahead-of-deadline-levies-40percent-duties-on-all-transshipped-goods.html,"Trump rejigs tariff rates ahead of deadline, levies 40% duties on all transshipped goods",CNBC,12 hours ago,"All goods that are considered to have been transshipped to avoid applicable duties will be subject to an additional 40% tariff, according to the White...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5130cbd9e270f3d6f977c835a35b2d0cdf3d884f9cd901358.jpeg
71,https://www.theguardian.com/us-news/live/2025/aug/01/trump-tariffs-live-updates-executive-order-us-trade-war-deals-latest-news,Trump tariffs live: stock markets fall after US announces new rates on 92 countries,The Guardian,2 hours ago,Donald Trump orders 10% tariffs on goods imported from all countries bar those from 92 nations subject to higher levies; Mark Carney says Canada will...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa565cfa0d643cc2fe703c5408bb666ae373e24804ca19721fb.jpeg
72,https://www.aljazeera.com/news/2025/8/1/trump-sets-new-tariffs-on-dozens-of-countries-exports,Trump sets new tariffs on dozens of countries’ exports,Al Jazeera,6 hours ago,Trump imposed tariffs on dozens of countries in advance of his August 1 deadline to strike trade deals.,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5120190a4c93914592bce7dff396cbaa797f753f92bd11210.jpeg
73,https://apnews.com/article/trump-japan-south-korea-tariff-25-2c725e8f06367e20f9300c1081ea4ec0,"Trump sets 25% tariffs on Japan and South Korea, and new import taxes on 12 other nations",AP News,3 weeks ago,"Trump sets 25% tariffs on Japan and South Korea, and new import taxes on 12 other nations ... President Donald Trump on Monday set a 25% tax on goods imported...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5abaec410731abd004c0304d7dbe36ccfcfa3c9505aea08b0.jpeg
74,https://www.pbs.org/newshour/show/economist-analyzes-trumps-trade-deals-as-tariff-deadline-approaches,Economist analyzes Trump’s trade deals as tariff deadline approaches,PBS,12 hours ago,"With hours to go before President Trump's deadline, dozens of countries are facing the possibility of significant tariffs that could go into effect.",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa57a85d3cef2abe0c4102dbe2978110088c6908c4a50ef9a8e.jpeg
75,https://www.theguardian.com/us-news/live/2025/jul/31/donald-trump-tariffs-trade-canada-palestine-us-politics-live-news-updates,Trump announces sweeping new levies for scores of countries – as it happened,The Guardian,9 hours ago,"This blog has now closed. Follow live coverage of the Trump tariffs news on our new liveblog here, and read our main tariffs story here. Updated 7h ago.",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa57f8e0ec3ea3d9afc49098d142b74460a55d3a152b5abc706.jpeg
76,https://www.reuters.com/world/china/us-close-several-trade-deals-announcements-be-made-next-days-bessent-says-2025-07-06/,Trump says US nears trade deals as tariff deadline delayed,Reuters,3 weeks ago,"The United States is close to finalizing several trade pacts in coming days and will notify other countries of higher tariff rates by July 9, President Donald...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa57f5adce0f8a3dd206675fda15ab478a6070357df25267dc8.jpeg
77,https://www.aljazeera.com/economy/2025/7/31/what-has-been-the-impact-of-trumps-tariffs-so-far,What has been the impact of Trump’s tariffs so far?,Al Jazeera,13 hours ago,"Trump's tariffs have raised costs, drove up prices, hit key industries, and brought in $124bn ahead of August 1. US President Donald Trump speaks.",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5569c94d982e5ee7b8b80fccb9cba86d2d27e03a3da26a210.jpeg
78,https://www.reuters.com/world/india/india-vows-protect-farmers-trumps-25-tariff-threat-sparks-opposition-fury-2025-07-31/,India vows to protect farmers as Trump's 25% tariff threat sparks opposition fury,Reuters,11 hours ago,"India vowed on Thursday to protect its labour-intensive agriculture sector, a central sticking point in bogged-down trade talks with the U.S., as Washington...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5cb18d815e3a30e56ea1703341ee6b5e3afe258a630bf50c7.jpeg
79,https://www.reuters.com/world/india/trump-says-us-india-still-negotiating-after-25-us-tariff-threat-2025-07-30/,"Trump says US, India still negotiating after 25% US tariff threat",Reuters,1 day ago,President Donald Trump said on Wednesday the United States is still negotiating with India on trade after announcing earlier in the day the U.S. would...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa58ba7b539691a766cff022c825c0a6dde7ee8e74387a5d7c7.jpeg
80,https://www.bbc.com/news/articles/cd0vkl31085o,US tariffs: Trump delays higher levies but announces new rates for some nations,BBC,3 weeks ago,"US delays higher tariffs but announces new taxes for some countries ... President Donald Trump has officially delayed imposing higher tariffs on US imports, while...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5f273d0afbaae72bdab306f8a4856425556c3d94113147f3f.jpeg
81,https://www.nbcnews.com/business/business-news/trump-threatens-no-extensions-aug-1-tariff-deadline-what-countries-rcna217536,"Trump threatens 'no extensions' on new Aug. 1 tariff deadline, warns of higher import taxes",NBC News,3 weeks ago,President Donald Trump said Tuesday there would be “no extensions” granted to the new Aug. 1 deadline he set Monday for U.S. trading partners to negotiate new...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa583168a345b8ff247b963136672f85252a9bc4f9af724a336.jpeg
82,https://abcnews.go.com/Business/trumps-shifting-tariff-deadline/story?id=123531640,What to know about Trump's shifting tariff deadline,ABC News,3 weeks ago,Trump will sign order delaying tariff deadline to Aug. 1: White HouseWhite House press secretary Karoline Leavitt told reporters on Monday that President Donald...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5282593954c3ccfe74933c14dea55f41000a023ee5fd452d5.jpeg
83,https://www.nbcnews.com/business/economy/trump-tariff-pause-expires-date-trade-deals-countries-what-to-know-rcna216402,"Trump's tariff pause is set to expire, threatening a trade war flare-up",NBC News,1 month ago,"Trump's tariff pause is set to expire, threatening a trade war flare-up. Duties on imports from dozens of countries would jump if the 90-day pause imposed in...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa509388b896c5f4b2e2df196710e9ee08fedf676654d5e20f8.jpeg
84,https://www.reuters.com/world/americas/trump-hits-dozens-more-countries-with-steep-tariffs-2025-07-31/,Trump hits dozens more countries with steep tariffs,Reuters,2 hours ago,"U.S. President Donald Trump imposed steep tariffs on exports from dozens of trading partners, including Canada, Brazil, India and Taiwan, ahead of a Friday...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5a83dbb10576e1e01abce0d3b53cf1d3ed74bc70ffc99f0eb.jpeg
85,https://www.cnn.com/2025/07/30/business/india-tariffs-russia-sanctions,Trump plans to impose a Russia ‘penalty’ on India in addition to a 25% tariff as trade talks stall,CNN,1 day ago,"President Donald Trump is ratcheting up the pressure on India, calling into question the prospects of a deal with a key US trading partner just days before...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa56f92b59827c98cf16d4fa1184204f9d7ad8e67244b58a868.jpeg
86,https://www.nytimes.com/2025/07/27/world/europe/eu-trade-deal-trump-tariffs.html,U.S. Reaches Preliminary Trade Deal With Europe,The New York Times,4 days ago,"The United States and the European Union agreed to a 15 percent base tariff after weeks of negotiations, which were among the Trump administration's most...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa595ce57802aee7769cf607b2a5c69d845667d716a3e72ce78.jpeg
87,https://www.aljazeera.com/economy/2025/7/15/trump-announces-19-percent-tariff-on-indonesia,"Trump unveils 19% tariff on Indonesia, says Vietnam deal ‘pretty well set’",Al Jazeera,2 weeks ago,"Trump unveils 19% tariff on Indonesia, says Vietnam deal 'pretty well set'. US president says Jakarta will buy 50 Boeing Jets and billions of dollars of energy...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5c18606b3a1ebe5e116844eaa09218449d6389ff1c091b8a6.jpeg
88,https://www.axios.com/2025/07/05/trump-tariffs-letters,Trump warns a dozen countries will get tariff letters Monday,Axios,4 weeks ago,A period of relative calm for businesses and financial markets is about to end.,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa546d2d263d08595ab2a165d3f938137124ab3c1008dc60da4.jpeg
89,https://www.reuters.com/business/autos-transportation/europe-incs-trade-deal-relief-tempered-by-tariff-reality-2025-07-28/,Europe Inc's trade deal relief tempered by tariff reality,Reuters,3 days ago,European companies were on edge on Monday as corporate leaders tried to unpick the real impact of a hard-won U.S. trade deal and lamented a sharp jump in...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5a13e7dd218c8c70c7cc225ed81cac8b8b051855513e5154a.jpeg
90,https://www.bbc.com/news/articles/cqx2xx8qpl4o,'Nightmare' tariff wall emerges for US companies,BBC,3 days ago,"Businesses both small and large are already reckoning with Trump's tariffs, and new levies are set to start this week.",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5912c3bca93a6bd29cdca9c68c2cf3a4d049de339deb84d90.jpeg
91,https://www.nytimes.com/live/2025/07/31/us/trump-news,Trump Administration Live Updates: White House Announces Sweeping New Tariffs for Much of the World,The New York Times,10 hours ago,"Here's the latest. President Trump unveiled a battery of new tariffs on Thursday targeting exports from dozens of U.S. trading partners, as he followed...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa563cfe1d631def4842dcfcfb3bf1c89e9f3377827461694c5.jpeg
92,https://www.nbcnews.com/business/business-news/trump-tariffs-deadline-letters-sent-to-trade-partners-what-to-know-rcna217183,Trump to extend key tariff deadline to Aug. 1 as he threatens new duties of up to 40% on certain countries,NBC News,3 weeks ago,"Trump published two letters addressed to Japan and South Korea threatening them with 25% duties, with higher ones for items deemed to have been transshipped...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa57f856a2f9b4de0e23df2241ae771e5bd72a04ee0841d468f.jpeg
93,https://www.politico.com/news/2025/07/06/bessent-trump-tariffs-deadline-august-00440522,Trump team moves goalposts on tariffs again,Politico,4 weeks ago,Trump team moves goalposts on tariffs again. Treasury Secretary Scott Bessent warns tariffs will “boomerang back” Aug. 1. Scott Bessent speaks with reporters in...,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5f8e94588dde6349b1913db6d4e04730176162134eabafa43.jpeg
94,https://www.cbsnews.com/news/trump-tariff-mexico-deadline-extended-90-days-august-1/,Trump says he's extended the tariff deadline for Mexico by 90 days,CBS News,18 hours ago,President Trump said he is giving more time to Mexico to strike a trade deal ahead of his Aug. 1 tariff deadline.,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa57e9745706d912ef44d381a67ae6f6117a3d84c9bee85c3b2.jpeg
95,https://apnews.com/article/trump-tariffs-countries-letters-166230b4fa2be33ece1825322b34ff6a,A look at the countries that received Trump’s tariff letters,AP News,3 weeks ago,A look at the countries that received Trump's tariff letters · A look at the countries that received Trump's tariff letters · Brazil · Myanmar · Laos · Cambodia.,https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa5bdbcf2a49b4745ea8cdb26ad71fd36757ec877da6a40e2a8.jpeg
96,https://www.cnn.com/2025/07/31/business/tariff-court-case,Are Trump’s tariffs unlawful? A major court case could reshape his trade strategy,CNN,1 day ago,"For months President Donald Trump has been slapping higher tariffs on practically every country's exports to the United States, citing emergency economic...",https://serpapi.com/searches/688ca40f868180f38eb4a260/images/d7e71efb23d03fa58dfbce16337558a07f82b1a84d39f53143a7bbda2863f0bc.jpeg
